Fox_education_Virginia,Fox_education_Lilly,Fox_education_Kris,Fox_education_Gayla,Fox_education_Andre,Fox_education_Willis,Fox_education_Charles,Fox_education_Leota,Fox_education_Theodore,Fox_education_Dewayne,Fox_education_Jacqueline,Fox_education_Yolande,Fox_education_Lesley,Fox_education_Maris,Fox_education_John,Fox_education_Marcelina,Fox_education_Sterling,Fox_education_Elvira,Fox_education_Ollie,Fox_education_Elois,Fox_education_Melinda,Fox_education_Geoffrey,Fox_education_Vernon,Fox_education_Tamika,Fox_education_Janina,Fox_education_Burton,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Ashli,Fox_education_Miguelina,Fox_education_Long,Fox_education_Louie,Fox_education_Shaun,Fox_education_Kim,Fox_education_Otilia,Fox_education_Tonya,Fox_education_Elizabeth,Fox_education_Eddy,Fox_education_Melvin,Fox_education_Eldon,Fox_education_Suzan,Fox_education_Shirley,Fox_education_Claude,Fox_education_Maureen,Fox_education_Dominique,Fox_education_Stacia,Fox_education_Ray,Fox_education_Marlana,Fox_education_Rudolph,Fox_education_Leona,Fox_public_Bart,Fox_public_Denny,Fox_public_Lauren,Fox_public_Martin,Fox_public_Belle,Fox_public_Rhonda,Rat_public_Emilee,Rat_public_Nell,Rat_public_Frederick,Rat_public_Leta,Rat_public_Kelly,Rat_public_Sean,Rat_public_Kathleen,Rat_public_Becky,Rat_public_Toya,Rat_public_Loretta,Rat_public_Sharron,Rat_public_Kelle,Rat_public_Johnna,Rat_public_Bronwyn,Rat_public_Alanna,Rat_public_Lynda,Rat_public_Yetta,Rat_public_Laurie,Rat_public_Sade,Rat_public_Damon,Rat_public_Vickie,Rat_public_Chrissy,Rat_public_Allyson,Rat_public_Johnny,Rat_public_Isabel,Rat_public_Yessenia,Rat_public_Joann,Rat_public_Stella,Rat_public_Hortencia,Rat_public_Roma,Rat_public_Fredrick,Rat_public_Helena,Rat_public_Sharonda,Rat_public_Elmira,Rat_public_Clyde,Rat_public_Allie,Rat_public_Leo,Rat_public_Ramona,Rat_public_Julieann,Rat_public_Laura,Rat_public_Kermit,Rat_public_Courtney,Rat_public_Ulysses,Rat_public_Kimber,Fox_office_Israel,Fox_office_Gaylord,Fox_office_Margarita,Fox_office_Clayton,Fox_office_Demetrius,Fox_office_Berniece,Fox_office_Susanne,Fox_office_Alice,Fox_office_Molly,Fox_office_Brandy,Fox_office_Vicki,Fox_office_Karima,Fox_office_Zachary,Fox_office_Joy,Fox_office_Easter,Fox_office_Juana,Fox_office_Carson,Fox_office_Sheila,Fox_office_Thelma,Fox_office_Essie,Fox_office_Rowena,Fox_office_Bernard,Fox_office_Edythe,Fox_office_Yong,Rat_office_Annis,Rat_office_Jessica,Rat_office_Colby,Rat_office_Adele,Rat_office_Chris,Rat_office_Jacinta,Rat_office_Olivia,Rat_office_Ronald,Rat_office_Jamal,Rat_office_Ashlee,Rat_office_Sammy,Rat_office_Arron,Rat_office_Tracy,Rat_office_Randy,Rat_office_Craig,Rat_office_Mei,Rat_office_Jeannie,Rat_office_Kasey,Rat_office_Lora,Rat_office_Ramiro,Rat_office_Jill,Rat_office_Avis,Rat_office_Rosemary,Rat_office_Loyd,Bull_office_Anne,Bull_office_Myron
10.88,203.88,159.09,76.02,497.21,2566.53,16.21,244.16,273.76,110.72,48.83,586.24,12.82,19.11,98.66,3.96,46.61,239.03,113.69,12.52,488.00,125.88,50.05,218.25,146.23,49.31,667.01,169.20,28.41,112.16,194.26,79.53,81.27,58.37,997.93,164.04,387.07,296.88,50.82,193.09,42.80,120.02,1002.25,284.22,209.08,72.18,39.17,183.88,21.20,338.66,166.96,160.58,133.99,202.19,141.24,117.08,59.13,45.83,27.63,17.47,27.25,17.11,36.71,31.93,25.92,289.70,36.20,18.77,12.51,457.51,1404.43,14.84,15.65,166.38,47.41,28.84,27.76,89.20,43.12,18.99,67.44,176.91,19.11,98.29,98.24,61.37,8.34,20.82,52.91,27.72,35.32,17.27,19.54,31.05,11.26,20.87,17.37,39.96,,254.08,132.12,271.69,26.63,117.40,114.92,32.04,23.50,397.10,11.86,65.67,201.01,117.65,194.06,230.93,33.82,22.66,68.46,12.22,185.14,74.92,42.55,151.25,135.01,174.41,46.95,739.39,1333.75,605.05,1196.66,240.30,101.17,65.22,983.85,43.55,76.91,91.28,22.79,157.47,302.23,35.48,57.59,140.77,724.43,41.54,745.29,683.42,28.20,82.03,22.50,75.00
12.10,217.11,170.10,80.23,514.68,2591.05,17.93,254.94,282.39,117.30,59.25,594.79,12.16,20.02,94.09,4.30,52.30,239.73,116.98,12.57,495.13,131.16,50.78,227.41,146.13,51.94,684.39,172.26,30.49,113.17,198.26,80.65,83.38,61.98,1018.47,165.97,395.17,296.08,52.70,199.94,47.62,127.12,1004.42,287.96,216.65,58.75,41.22,201.07,21.26,345.59,169.59,176.89,137.45,208.03,143.17,117.97,59.51,45.98,28.39,17.50,27.07,17.49,34.45,32.02,24.71,290.72,42.54,18.55,12.91,468.40,1423.53,14.96,15.72,167.81,45.68,29.61,27.99,90.53,45.44,19.09,69.59,178.49,21.00,100.56,98.01,61.11,8.37,20.67,54.86,24.18,33.91,17.29,19.09,31.45,11.26,19.97,17.75,39.27,,263.44,138.35,299.04,26.73,124.18,144.01,32.09,28.80,410.15,14.38,70.22,207.58,121.76,200.28,239.39,35.64,24.30,71.07,14.11,188.80,81.00,50.08,147.01,142.31,181.08,47.89,757.69,1327.57,608.55,1205.02,256.38,104.98,66.02,997.59,44.55,81.00,95.81,23.29,159.05,306.17,35.87,61.24,150.56,714.29,42.25,746.36,691.00,26.43,86.98,23.50,82.00
12.12,222.82,174.51,83.35,525.41,2627.07,20.30,258.23,286.22,119.41,64.81,592.40,12.25,19.43,97.38,4.05,46.44,240.20,118.02,12.77,504.53,133.32,50.61,243.15,152.80,50.77,694.28,170.50,30.52,114.77,200.75,82.97,81.81,64.12,1028.01,166.63,394.39,293.75,67.32,204.84,49.03,128.09,1001.65,288.14,219.56,62.51,38.61,205.72,22.84,348.26,170.06,186.56,136.34,211.16,153.94,120.87,63.26,46.35,28.97,18.12,25.94,15.88,34.94,32.87,22.90,290.12,41.22,18.55,11.03,465.01,1409.86,16.52,17.06,169.16,43.13,29.79,27.92,88.11,49.11,19.16,70.60,180.64,21.50,102.08,98.55,64.43,8.47,22.30,59.26,26.08,34.95,17.71,20.38,32.66,11.26,20.88,18.30,40.09,,257.63,141.10,312.49,27.19,127.59,124.15,32.53,33.34,418.88,15.57,76.05,207.68,121.22,197.49,245.16,37.14,25.94,72.06,15.07,187.70,85.31,52.39,151.56,143.72,183.31,51.58,750.49,1296.87,608.56,1199.91,256.95,108.23,84.22,989.83,45.79,89.80,96.78,24.97,162.30,322.50,35.77,62.02,163.27,745.41,42.89,751.93,690.55,27.36,88.08,24.00,89.00
12.48,214.28,189.36,82.25,530.55,2630.26,21.44,263.97,284.51,119.57,66.63,586.26,12.20,19.86,100.02,4.07,36.98,239.99,116.59,11.53,511.12,129.12,50.23,240.61,151.66,48.98,701.00,170.66,30.96,118.35,199.91,82.32,81.39,64.15,1033.01,163.53,390.41,288.34,52.56,207.27,48.53,124.43,1003.96,289.32,222.37,76.00,38.02,203.97,21.50,347.97,173.79,192.91,140.94,212.12,158.00,120.10,69.42,46.55,28.96,18.81,27.34,16.25,34.94,35.41,22.61,294.51,41.77,23.29,14.06,473.56,1414.50,16.59,18.94,169.53,46.59,29.92,28.05,90.99,50.70,19.49,74.83,180.06,22.23,103.33,97.66,71.84,8.50,24.27,59.77,27.14,34.12,18.86,20.67,32.95,11.26,21.71,24.36,50.14,,273.44,136.57,328.86,27.62,129.31,128.58,31.18,36.66,419.50,16.53,75.24,208.25,120.35,205.48,250.62,35.14,25.26,71.77,16.27,192.08,85.57,55.34,149.18,139.44,182.40,55.12,752.48,1303.80,613.34,1209.75,261.40,110.96,84.19,1010.19,48.47,92.87,105.53,24.95,164.29,331.35,36.62,63.25,177.44,770.97,43.61,771.68,678.78,29.41,92.57,23.50,92.00
11.52,226.22,198.49,83.04,508.12,2641.55,24.12,261.81,281.67,120.47,65.47,571.76,12.11,20.05,103.25,4.30,42.09,241.02,119.18,10.50,505.27,127.63,48.87,240.02,153.87,48.81,710.72,171.99,31.76,123.61,194.22,84.77,79.61,65.69,1026.03,161.36,383.08,281.71,53.73,204.36,48.01,123.77,1008.11,287.62,219.71,58.24,37.29,205.31,21.42,345.36,173.95,198.99,140.01,212.53,155.38,120.01,84.43,46.58,30.09,21.42,29.30,17.75,35.44,35.25,21.27,293.17,43.21,26.71,13.39,475.15,1423.45,17.45,21.91,180.88,50.46,29.74,27.95,92.08,55.20,20.14,77.53,175.54,26.43,109.13,101.91,76.65,8.62,26.31,61.29,33.73,33.47,20.42,21.89,33.27,11.25,23.59,27.64,54.11,,265.31,136.75,340.14,27.67,136.18,125.55,30.27,38.77,422.33,17.30,78.98,213.31,120.34,199.86,254.88,37.40,26.58,71.44,15.02,189.00,85.84,55.55,150.01,143.69,181.39,55.75,751.42,1317.59,608.92,1205.90,262.80,110.56,95.88,1031.46,46.62,95.91,101.43,27.54,167.67,333.80,37.85,65.09,172.83,768.57,43.68,791.28,675.06,29.65,96.45,23.50,95.00
11.98,222.50,198.32,84.42,523.17,2641.09,26.31,256.62,280.95,119.03,61.28,579.73,13.06,19.97,107.78,4.31,53.94,241.84,116.34,10.06,504.64,133.88,48.27,247.61,151.55,47.81,717.33,173.75,32.04,122.94,192.71,86.80,84.16,64.34,1018.87,158.96,370.53,280.59,52.11,204.97,48.28,122.02,1011.38,286.81,222.32,59.49,34.84,207.55,21.16,342.20,171.94,199.61,136.31,216.06,147.97,124.06,83.88,47.55,31.27,21.82,28.78,12.76,36.47,34.72,25.62,295.25,45.62,26.82,14.43,480.58,1431.68,18.17,21.91,177.37,51.41,30.21,28.82,91.41,56.11,21.02,78.42,165.53,26.89,110.98,96.68,75.09,8.59,29.50,59.23,35.09,36.09,20.55,21.51,33.99,11.25,24.15,27.57,54.08,,261.49,141.76,349.55,27.80,138.27,130.00,29.27,40.71,420.51,18.39,77.86,213.99,119.46,195.30,259.25,38.75,27.43,71.98,15.84,184.38,84.97,56.74,145.43,144.87,183.11,57.97,751.97,1306.10,604.26,1201.69,265.49,112.91,93.16,1039.38,48.93,93.09,105.36,28.59,170.90,340.06,37.08,67.67,185.38,774.24,43.81,794.27,667.63,31.48,96.97,24.50,91.50
12.11,217.20,187.67,82.06,530.26,2656.33,27.56,256.27,275.61,116.72,52.75,587.07,12.20,20.77,109.25,4.27,51.56,236.50,116.19,7.59,504.33,133.82,48.56,241.40,149.86,48.73,716.45,170.96,32.39,121.48,190.83,84.32,81.59,64.75,1017.30,156.62,354.73,279.61,52.02,203.63,49.52,124.78,1009.93,289.11,222.76,50.90,33.04,212.19,21.02,339.88,170.15,203.06,137.09,212.30,153.00,121.40,77.62,47.44,31.34,22.31,28.34,14.12,36.52,35.59,34.48,293.15,40.06,27.18,15.79,482.95,1426.90,18.09,21.96,173.27,52.09,30.92,29.87,94.39,56.98,21.34,78.46,164.78,26.34,114.48,93.84,77.48,8.64,28.23,59.88,35.33,37.33,20.61,22.22,33.67,11.24,24.07,27.45,54.84,,230.11,143.03,343.95,27.43,144.82,131.09,28.11,49.31,419.60,17.79,79.69,213.83,118.39,193.51,264.08,37.92,26.34,73.36,16.26,184.54,80.38,50.23,148.22,143.86,184.65,57.30,749.90,1303.75,593.13,1202.58,269.29,112.19,93.45,1039.10,48.20,99.16,103.95,28.23,169.87,338.56,36.23,67.06,182.42,778.83,43.74,801.19,656.03,30.39,92.59,23.50,88.50
12.75,207.27,189.06,78.75,513.28,2648.02,28.77,248.17,275.45,111.47,40.05,586.86,11.60,20.16,108.71,4.13,44.45,226.20,112.80,6.80,499.12,132.75,48.67,241.90,137.66,49.23,709.97,162.16,32.44,124.71,186.99,82.13,82.37,65.09,1013.37,157.47,348.95,267.05,52.62,201.81,47.91,120.57,981.51,294.79,214.45,53.21,31.78,197.25,21.04,324.89,167.99,200.50,139.99,209.70,151.27,119.39,76.83,47.02,29.54,22.73,31.29,10.13,36.48,34.31,37.08,292.85,38.14,26.80,13.94,474.64,1445.39,17.81,22.04,170.35,52.12,32.61,30.57,95.70,56.84,21.56,79.74,165.91,26.87,116.05,91.92,79.04,8.59,29.46,57.45,35.73,35.00,20.21,22.61,32.66,11.24,24.47,26.77,53.67,,223.13,140.47,324.35,26.60,142.22,114.72,26.60,48.11,417.07,16.22,78.74,207.45,116.50,184.38,264.77,36.92,25.74,72.65,16.94,181.36,74.95,48.15,147.70,141.67,179.68,57.31,750.72,1299.82,586.82,1189.65,263.85,112.30,93.12,1015.00,49.57,96.46,102.25,28.30,168.68,335.69,35.77,59.10,179.94,760.12,43.45,794.55,638.49,27.39,83.81,23.50,84.00
12.88,190.89,171.99,65.15,539.25,2629.29,27.59,231.13,271.61,100.22,22.70,566.36,9.54,20.22,101.08,2.40,29.80,196.06,107.16,6.33,484.78,127.18,48.38,218.95,123.47,47.47,697.63,157.69,32.45,129.66,175.46,82.39,78.39,61.07,988.88,154.92,327.89,259.57,50.93,199.47,45.43,111.65,990.33,291.25,202.59,48.80,28.95,188.66,15.59,314.20,117.94,191.75,128.06,202.72,151.89,117.37,65.80,46.94,29.62,23.26,31.90,7.84,33.39,33.61,38.06,293.19,37.99,27.05,15.07,454.63,1445.70,17.45,22.56,169.49,52.58,32.06,29.16,89.97,56.69,21.46,76.54,162.33,25.01,117.75,85.15,76.03,8.57,32.55,48.23,36.77,38.62,19.15,23.69,32.70,11.24,24.52,27.75,51.67,,215.87,131.31,279.52,24.06,132.68,114.31,21.40,38.72,401.45,15.06,74.99,197.54,113.25,170.98,248.56,31.22,20.12,65.55,18.94,160.46,63.61,45.35,141.91,127.63,161.15,56.15,712.96,1265.83,566.50,1174.10,261.02,111.53,77.48,948.57,45.15,86.25,101.84,28.55,158.87,334.17,33.69,52.89,161.56,707.05,42.29,765.16,596.27,21.31,67.81,23.00,82.50
11.69,179.82,160.81,57.32,510.82,2622.50,27.79,215.59,267.86,81.69,5.12,532.13,9.94,20.36,84.46,1.72,17.05,187.23,105.25,5.73,471.33,125.34,49.06,215.31,98.13,48.01,686.46,147.07,32.67,125.44,171.19,83.37,78.91,56.45,955.41,153.03,317.16,260.82,55.58,199.61,42.61,108.54,975.39,277.49,193.34,47.34,29.59,182.55,13.97,279.39,103.77,182.62,122.37,195.92,149.50,112.25,60.93,47.31,29.53,24.55,30.61,8.85,30.30,35.12,37.59,290.32,42.03,43.08,13.93,439.30,1431.44,16.50,21.94,169.38,52.39,31.28,28.93,91.94,48.88,20.91,71.00,163.75,22.33,116.99,85.82,70.80,8.59,25.32,44.08,38.06,37.66,17.73,24.19,30.71,11.24,23.07,26.77,42.09,,204.26,120.23,239.77,21.31,123.32,82.83,16.54,33.88,390.20,7.45,65.71,180.66,109.64,150.01,236.45,27.23,17.65,64.50,12.57,140.58,53.80,42.02,142.33,113.72,145.72,54.25,640.14,1216.09,503.93,1159.21,259.81,101.36,84.12,624.19,39.20,86.21,66.92,27.06,146.11,334.58,31.45,42.36,148.51,427.08,40.23,572.03,574.57,17.09,62.81,21.50,77.00
11.97,175.05,149.05,55.35,493.77,2603.38,25.60,213.49,267.61,72.27,0.11,513.00,10.98,20.10,79.95,1.67,11.71,184.42,104.15,5.59,460.99,122.34,49.20,209.37,87.39,57.38,675.81,143.36,32.45,117.20,172.06,83.20,90.09,54.22,939.50,156.45,308.79,273.85,57.25,194.09,39.43,119.01,960.35,275.50,183.14,45.45,31.04,176.74,13.81,261.75,96.24,173.35,117.59,189.44,144.62,78.38,62.20,47.22,30.27,24.20,29.70,9.80,29.18,35.00,33.63,284.71,42.22,39.02,11.64,424.33,1412.37,15.41,22.18,167.11,52.71,31.17,30.29,90.94,47.30,20.37,74.44,165.37,22.56,113.78,88.04,60.05,8.54,30.47,42.27,36.63,40.25,18.75,23.23,35.55,11.55,22.79,26.09,39.62,,197.38,119.66,158.42,21.12,112.45,121.24,16.96,25.38,383.10,5.29,37.42,169.89,109.01,146.34,219.41,27.09,16.71,62.54,12.20,90.69,50.53,39.52,140.97,104.38,143.56,48.23,624.79,1168.53,466.44,1153.42,245.65,55.45,81.84,440.24,36.49,78.16,74.38,26.95,137.30,321.80,28.95,40.63,60.17,399.48,37.99,394.69,561.60,13.18,55.94,19.50,73.50
10.91,177.64,125.65,51.36,472.50,2580.73,24.45,199.39,266.32,58.14,0.05,493.79,10.22,20.29,71.28,1.71,9.11,190.81,102.40,5.50,464.57,121.58,52.01,204.97,76.65,65.26,672.14,118.07,32.65,93.47,176.44,79.85,96.00,55.69,942.27,176.06,296.29,288.95,55.55,191.41,37.38,127.08,970.67,270.61,177.28,38.20,32.80,172.30,14.21,256.36,95.87,159.59,111.78,190.70,137.07,72.13,58.28,47.08,30.10,24.64,30.86,14.66,27.74,32.94,25.64,279.75,40.60,32.88,10.32,419.20,1405.18,16.01,21.86,161.50,52.36,30.35,31.80,89.55,43.90,20.24,75.60,167.66,23.08,107.34,91.84,46.85,8.53,25.12,46.21,35.53,36.63,18.58,23.32,38.43,11.93,22.68,25.57,39.73,,188.79,119.53,129.03,20.86,106.97,123.23,21.08,24.20,379.52,6.03,25.92,157.06,114.30,174.80,212.00,22.97,14.71,56.63,10.87,78.91,42.47,38.55,143.80,105.66,144.24,45.51,614.53,1184.53,455.00,1141.83,238.19,44.64,68.09,409.33,34.26,72.69,73.69,25.31,65.31,318.63,27.88,39.43,48.16,385.93,37.84,386.62,538.58,13.18,47.39,20.00,70.50
11.02,180.39,118.34,45.45,466.75,2567.07,23.53,190.07,265.44,57.67,0.05,483.76,10.47,19.92,66.19,1.50,7.97,180.62,97.53,5.36,464.57,118.04,50.63,205.00,97.69,59.77,663.79,107.09,32.24,76.00,143.94,76.61,94.76,55.17,938.76,179.21,292.29,294.89,76.42,188.61,31.41,126.62,965.39,267.48,174.03,45.52,33.53,172.52,13.90,236.40,94.95,152.06,104.35,167.53,135.50,74.59,54.12,46.91,29.41,20.80,29.84,12.54,29.57,32.58,30.29,279.43,40.62,26.62,12.52,414.79,1406.22,15.68,16.99,157.53,50.95,29.81,31.64,87.93,41.23,20.68,68.12,163.38,18.38,103.22,91.75,39.10,8.45,24.24,42.50,35.12,36.31,16.77,22.60,30.67,11.94,22.59,18.66,31.34,,180.88,112.28,115.58,20.62,112.44,119.87,21.25,19.91,371.42,6.21,22.75,153.37,92.72,170.33,205.31,19.27,12.25,54.28,9.62,79.88,37.86,33.97,140.50,108.25,142.08,43.47,608.59,1145.21,453.00,1130.75,235.85,40.02,60.87,397.32,34.16,65.50,72.00,24.74,61.69,329.82,27.15,39.74,44.61,381.72,38.70,377.10,527.49,13.63,43.41,19.50,72.50
10.61,173.25,70.19,40.62,454.28,2562.15,19.30,169.36,265.37,57.69,0.05,475.62,11.03,17.63,49.57,1.30,6.28,169.39,87.12,5.29,454.60,112.12,41.88,176.25,117.52,56.39,662.06,106.17,28.70,62.00,90.85,63.76,90.24,32.55,923.56,179.09,282.58,224.64,36.70,187.35,31.78,94.93,969.77,265.29,170.76,39.70,34.30,175.58,13.78,228.13,54.45,146.60,99.23,162.57,133.42,69.77,18.48,46.70,29.52,21.20,28.52,14.21,28.29,30.00,22.13,275.36,39.40,25.26,9.80,406.90,1394.65,15.79,16.46,158.37,48.23,29.16,27.07,89.02,36.85,19.73,66.55,75.74,18.03,101.52,85.27,13.02,8.43,19.67,40.14,33.46,32.70,15.99,21.24,31.05,11.96,22.71,17.55,31.84,,174.17,105.36,113.53,21.10,100.26,126.63,20.38,15.48,355.25,6.24,20.95,148.97,24.15,155.11,201.16,18.75,12.70,37.77,9.96,80.35,31.31,32.42,136.63,108.72,136.75,41.99,600.06,1081.00,441.25,1120.61,231.31,38.20,51.66,399.71,33.13,69.49,48.11,22.70,61.06,324.05,26.49,37.41,45.16,351.05,38.61,344.96,519.06,13.03,42.17,20.00,62.00
8.08,167.22,37.31,39.51,430.32,2554.03,17.34,158.63,264.75,56.98,0.05,475.25,10.38,16.88,43.46,1.15,6.06,152.74,80.50,5.50,448.37,110.20,34.38,147.97,111.98,51.68,659.80,105.69,26.20,50.62,79.38,56.52,70.45,25.09,914.97,178.20,279.75,155.55,24.91,186.78,31.60,76.10,963.83,262.53,168.80,47.09,39.70,171.97,13.66,223.56,63.54,140.86,93.01,159.37,129.00,75.70,17.66,47.06,29.27,21.04,26.16,13.31,28.16,28.19,19.88,269.58,39.10,25.00,9.82,399.79,1398.56,15.27,16.14,154.61,45.44,28.84,22.66,87.29,35.91,18.04,65.28,73.03,17.94,98.20,58.35,22.31,8.49,18.00,39.19,32.06,34.19,15.79,20.81,28.74,11.94,22.69,16.88,29.32,,168.74,96.97,109.61,20.72,87.20,120.61,20.43,14.34,345.98,5.82,21.48,146.72,23.77,145.81,195.53,18.88,11.87,30.17,9.58,80.60,32.20,30.92,116.23,106.53,128.77,40.73,598.74,1035.31,423.19,1117.96,230.88,39.21,46.09,397.41,32.15,66.53,46.42,22.39,61.04,323.01,26.63,36.48,43.73,225.60,38.36,333.26,504.95,12.96,39.25,21.00,57.50
6.65,161.07,36.65,37.07,417.04,2542.05,16.89,152.82,263.11,55.24,0.05,467.98,10.75,16.94,40.79,1.00,5.73,143.35,80.73,5.45,443.69,110.40,33.27,144.18,48.06,49.83,651.37,107.28,27.01,46.88,77.87,54.01,63.45,25.89,905.38,179.03,251.83,158.31,24.59,188.47,29.51,77.69,963.08,255.31,165.25,39.67,39.44,166.01,13.91,217.37,95.53,137.90,91.16,157.13,128.34,89.73,16.74,47.14,28.08,20.96,24.64,13.43,29.27,27.19,18.71,265.68,39.67,24.97,9.75,396.89,1355.44,14.79,16.21,174.47,43.78,27.33,23.16,87.41,35.60,18.05,63.32,76.86,17.71,96.93,49.59,26.50,8.43,16.18,38.27,29.97,31.62,15.92,19.73,28.74,11.94,22.69,16.12,30.62,,168.98,92.06,107.62,19.89,37.11,112.58,19.97,12.89,344.88,5.18,21.16,138.88,29.72,135.16,163.11,18.65,11.89,30.71,9.01,79.57,31.15,31.16,109.91,102.82,116.32,38.79,599.60,1023.21,416.68,1115.10,229.02,37.56,34.75,392.04,32.30,61.67,52.28,20.95,63.12,325.31,26.42,36.00,44.83,225.25,38.51,331.62,501.93,13.47,36.06,20.00,46.50
7.10,164.38,39.67,39.27,405.15,2544.60,16.05,163.94,262.58,54.73,0.05,468.13,10.21,16.89,38.86,0.98,5.67,138.94,82.11,5.37,442.41,108.94,33.49,138.79,63.28,49.71,646.14,108.31,25.39,48.91,77.02,51.69,61.44,25.30,906.38,179.30,241.33,157.93,25.06,188.43,32.03,75.46,949.31,250.04,164.50,41.47,43.72,164.14,13.86,205.66,96.65,137.05,93.12,158.56,126.06,85.81,17.46,46.79,27.87,20.16,23.92,13.59,29.62,28.09,18.60,264.13,38.02,24.88,8.23,395.06,1348.01,14.37,16.21,173.31,42.81,27.48,22.72,85.30,35.69,19.34,63.95,75.84,17.71,96.91,48.25,26.55,8.43,16.77,37.62,25.27,30.81,15.97,18.50,28.52,11.94,21.41,16.09,30.50,,170.95,91.11,104.11,19.81,35.62,128.43,20.27,12.38,344.47,5.08,18.41,133.31,23.57,132.38,154.86,18.56,11.79,30.07,8.69,79.31,30.37,29.52,109.34,97.60,107.06,38.03,597.58,1003.73,417.19,1121.69,230.15,37.53,33.97,389.24,32.70,61.06,47.92,20.31,61.81,327.25,26.08,35.86,43.76,214.34,38.38,333.76,489.43,12.86,35.02,19.50,41.00
6.54,170.54,40.49,40.47,425.50,2536.18,15.19,160.91,263.25,54.06,0.04,466.41,10.75,16.74,37.92,1.05,5.94,133.33,80.30,5.81,446.37,108.50,33.41,136.62,82.43,49.59,641.25,108.97,25.12,46.83,77.27,52.95,61.94,24.74,895.47,179.56,242.63,231.02,25.10,188.21,29.98,74.09,941.55,250.97,163.59,38.32,43.71,159.89,15.54,205.56,104.27,126.74,91.20,155.62,125.50,79.58,17.50,46.52,27.71,19.55,23.39,13.77,28.88,27.95,17.66,262.81,37.80,24.79,8.09,394.85,1325.76,13.97,16.11,152.37,41.52,27.05,21.52,86.02,35.03,19.04,60.30,76.80,17.80,97.30,49.28,25.35,8.43,16.64,37.40,26.80,29.31,15.55,18.27,27.78,11.94,20.70,15.68,28.77,,178.85,92.22,98.44,19.84,34.39,135.11,23.35,12.07,344.71,4.73,18.20,131.48,24.05,125.38,175.59,18.66,12.12,29.78,9.89,79.36,29.15,29.96,108.64,93.92,101.97,37.55,598.67,1002.09,418.13,1122.80,228.26,38.77,37.96,385.16,32.01,61.59,48.30,20.05,61.16,322.79,25.86,34.88,44.34,211.85,38.15,329.63,483.18,12.91,35.96,19.50,40.50
6.29,167.14,38.34,37.53,407.97,2534.97,14.35,152.53,261.76,52.56,0.04,465.00,10.51,16.46,32.93,0.91,5.53,155.07,78.90,5.33,442.47,108.12,33.22,133.60,66.29,49.78,635.90,107.66,25.59,48.98,78.23,52.46,61.30,25.11,888.55,178.47,252.77,253.43,24.52,184.65,29.59,73.85,951.12,250.04,162.62,46.30,45.92,163.42,13.90,204.36,78.37,124.23,88.37,153.38,124.03,85.34,17.52,46.71,25.75,19.71,22.49,14.34,28.83,27.46,17.24,258.51,37.38,24.69,8.79,393.74,1335.14,14.50,16.23,151.56,41.39,26.17,21.12,84.30,34.60,18.45,59.13,77.27,17.75,96.47,48.05,24.48,8.45,15.10,37.12,25.59,30.16,15.38,18.62,28.36,11.94,21.38,15.26,28.50,,177.12,91.83,101.06,19.62,34.55,134.43,23.95,12.05,342.11,4.50,17.85,129.35,24.08,125.64,173.78,18.90,11.41,28.57,8.23,79.31,30.20,28.49,118.80,92.61,98.33,35.44,610.54,996.57,433.83,1120.15,225.76,37.45,31.12,391.26,31.73,63.14,46.77,19.15,61.20,319.75,25.85,34.06,43.95,211.50,37.86,331.13,479.06,12.34,35.34,20.00,41.50
7.68,163.07,36.02,40.94,422.83,2527.26,14.06,165.21,261.88,51.66,0.04,465.04,10.68,16.78,34.08,1.42,8.14,150.30,78.91,4.96,440.06,107.50,33.19,133.13,73.25,49.56,633.97,106.66,29.02,47.90,76.62,51.46,60.59,33.00,885.71,178.00,265.46,320.37,24.18,186.47,29.25,75.22,951.69,249.23,162.12,38.36,46.55,160.20,15.57,207.89,40.48,123.16,88.90,158.21,121.75,85.06,17.07,46.83,27.62,18.73,22.97,14.11,28.31,26.66,17.27,256.32,37.27,24.44,11.56,394.25,1329.93,14.25,15.96,153.07,40.07,26.21,21.58,81.05,34.73,18.05,58.49,77.00,17.73,94.10,46.45,23.51,8.45,16.65,37.39,24.94,33.47,15.13,19.01,28.68,11.96,21.88,14.92,27.87,,176.69,90.08,97.76,19.64,34.52,140.45,24.88,11.68,350.78,6.75,17.30,123.43,22.83,150.10,168.30,18.54,11.39,28.07,7.13,99.59,28.97,27.98,127.69,92.65,96.76,34.36,641.60,950.67,445.89,1112.61,227.46,37.20,34.36,384.21,31.48,58.34,50.49,18.94,128.97,320.14,25.05,34.27,43.79,224.98,37.85,329.58,462.63,12.39,40.28,19.50,41.00
